-0.234571412,-0.699648398,3.199832776,19.11042633,-1
0.465318154,-0.515087909,1.677257525,14.86014572,-1
0.323328365,1.051164429,3.121237458,21.74466875,-1
-0.068414638,-0.636238369,3.642976589,20.9592803,-1
0.600866079,1.123491692,1.178929766,11.4687196,-1
0.53190485,0.416721117,1.636287625,14.54507425,-1
0.03146022,-0.112167573,0.99916388,9.279612239,-1
-0.158322759,0.389540448,1.220735786,14.37894124,-1
0.452688025,0.170347382,2.331939799,14.48685311,-1
0.465881961,1.162877124,4.079431438,24.98041798,-1
-0.320328426,0.283952506,5.376254181,29.00989748,-1
-0.081059862,0.115361506,1.632107023,12.00780568,-1
-0.135303833,-0.080469602,10.69648829,41.34204361,-1
0.325437564,0.661459458,2.836120401,23.11834971,-1
-0.031852329,0.046797173,6.330267559,31.57634673,-1
-0.094498904,-0.287984087,2.738294314,17.19189079,-1
0.13763583,-0.256699775,1.508361204,12.07290134,-1
0.393836792,-0.011240741,2.841137124,21.63577754,-1
-0.045908926,-0.271816393,9.342809365,38.09639955,-1
1.547196967,4.154106043,27.55518395,61.71901588,1
0.627486528,-0.026497802,3.883779264,23.04526673,-1
0.142653801,0.320419676,3.551839465,20.75501684,-1
0.326386917,0.803501794,1.83277592,12.24896949,-1
0.257953441,-0.405049077,6.018394649,24.76612335,-1
0.378355072,-0.266371607,2.43645485,18.40537062,-1
0.279390953,-0.129010712,8.281772575,37.81001224,-1
0.142596727,0.018885442,2.64632107,15.65443599,-1
-0.002549267,-0.460360287,2.365384615,16.49803188,-1
0.179376819,-0.17728516,2.107023411,16.92177312,-1
0.230438984,0.193325371,1.489130435,16.00441146,-1
0.094860398,0.68311261,1.010033445,13.02627521,-1
0.475728501,0.781486196,0.619565217,9.440975862,-1
-0.049280401,-0.208256987,2.173913043,12.9939472,-1
-0.470772686,-0.125946417,4.423076923,27.08351266,-1
0.177360308,0.024918111,2.151337793,20.55243738,-1
0.315729409,-0.202183315,1.898829431,13.83904002,-1
-0.131079596,-0.288851172,2.692307692,17.08088101,-1
0.321156562,1.821631493,3.899665552,23.72205203,-1
0.49600476,1.481815856,1.173913043,12.01691346,-1
-0.109242666,0.137683548,2.33277592,14.71602871,-1
-0.039591916,-0.176243068,2.443143813,18.3133067,-1
0.211946824,-0.022177703,3.606187291,18.94498977,-1
0.282923998,0.419908714,1.358695652,13.07903424,1
0.200520721,-0.282219034,2.116220736,16.58087621,-1
0.139851288,-0.385736754,1.147993311,12.41401211,-1
0.460846577,0.29651005,1.993311037,13.84106954,-1
0.408868006,1.032014666,1.610367893,17.25115554,-1
0.418645099,0.603995884,1.200668896,12.38856143,-1
0.026516673,-0.429632907,4.850334448,29.93619483,-1
0.130001201,-0.202839025,2.407190635,14.42205142,-1
-0.195844789,-0.396816077,1.107859532,13.23858397,-1
0.464847891,0.878058377,4.283444816,23.96731526,-1
0.386495074,0.755115427,2.694816054,17.9985973,-1
0.220316758,0.645717725,0.79264214,9.540907141,-1
-0.070431774,-0.482219687,0.849498328,9.677531027,-1
0.174766173,-0.404019163,3.032608696,19.69431374,-1
0.453556415,0.069731528,2.304347826,16.18365586,-1
0.234723211,0.289792216,1.081103679,13.48209307,-1
0.244974491,-0.342664657,2.823578595,16.23818776,-1
0.044623267,-0.374311456,1.555183946,12.81353792,-1
0.572531753,2.66461052,4.0409699,23.16912864,-1
5.770087392,37.4190088,73.11287625,62.07021971,1
0.065768774,-0.366114187,20.77424749,52.77264803,-1
0.418565459,0.350156301,2.204013378,17.37868175,-1
0.13633915,-0.588709439,1.149665552,13.96514443,-1
0.173139263,-0.150653604,1.060200669,14.28934355,-1
-0.157561213,-0.153332697,3.563545151,21.28808157,-1
0.390053688,1.551969375,4.925585284,26.32242163,-1
0.143378486,-0.528427658,4.04180602,24.57913147,-1
-0.087091427,0.087932382,1.280936455,10.68864639,-1
0.45222638,0.272447732,2.37541806,13.9284014,-1
0.012830273,-0.378955989,2.932274247,17.9297569,-1
-0.012552759,-0.658278628,2.891304348,17.75294666,-1
-0.179233074,-0.005819915,4.193979933,22.25815766,-1
0.110702345,0.513224267,11.63963211,39.95655753,-1
-0.22192524,0.908084632,2.105351171,14.49837742,-1
0.015920939,-0.15877212,8.539297659,31.13487695,-1
0.127976811,-0.457499415,4.407190635,26.29776588,-1
0.655279783,0.954879021,1.7090301,15.1907807,-1
-0.014849043,-0.550963937,4.783444816,27.50164045,-1
0.202629139,0.12837064,3.748327759,18.8510099,-1
-0.113195798,-0.50223559,1.408026756,12.08791939,-1
0.2528458,-0.319022964,4.132943144,25.89210734,-1
0.721646098,0.612454163,1.173076923,11.04918969,-1
0.086169154,-0.031764808,2.66722408,15.93295829,-1
